id;name;natural_rating;desciption;inci_name;rating;categories
390;Sól sodowa estru kwasu siarkowego(VI) i dekstranu;2;Zagêstnik, Regulator lepkoœci. Sk³adnik zagêszczaj¹cy stosowany w ¿elach i kosmetykach nawil¿aj¹cych.;SODIUM DEXTRAN SULFATE;1;{Zagêstnik, Regulator lepkoœci}
391;Hialuronian Sodu;2;To sól kwasu hialuronowego o ni¿szej masie cz¹steczkowej, dziêki czemu mo¿e wnikaæ w g³¹b skóry. Podobnie jak kwas hialuronowy wi¹¿e wodê, dziêki czemu ma w³aœciwoœci nawil¿aj¹ce. Ponadto wykazuje wiêksz¹ stabilnoœæ w produktach kosmetycznych ni¿ pierwotny kwas hialuronowy. ;SODIUM HYALURONATE;1;{Substancja aktywna, Nawil¿aj¹ca}
392;Sodium Hyaluronate Crosspolymer;2;To forma kwasu hialuronowego (kwas hialuronowy 3D), który zapewnia d³ugotrwa³e nawil¿enie. Jego struktura wp³ywa na powolne uwalnianie cz¹steczek kwasu, dziêki czemu d³u¿ej utrzymuj¹ siê na powierzchni skóry, a dodatkowo zwiêksza elastycznoœæ skóry i zmniejsza jej szorstkoœæ.  Znajduje zastosowanie w kremach nawil¿aj¹cych do twarzy, serum, terapiach skórnych, ¿elach pod prysznic, szamponach do w³osów. ;Sodium Hyaluronate Crosspolymer;1;{Substancja aktywna, Nawil¿aj¹ca, humektant}
393;Wodorotlenek sodu;3;"Wodorotlenek sodu to substancja wystêpuj¹ca w niektórych kosmetykach. Jest to doœæ powa¿na substancja, która jest ceniona w wielu œrodkach pielêgnacyjnych i preparatach dermatologicznych za swoje w³aœciwoœci antystatyczne, z³uszczaj¹ce i hamuj¹ce florê grzybow¹.

Zasadniczo wodorotlenek sodu jest zasad¹ ¿r¹c¹. Taki sk³adnik jest dobry w zapobieganiu rozwojowi patogennej flory. Jednak podczas tworzenia kosmetyków sk³adnik stosuje siê w bardzo odmierzonej dawce, poniewa¿ ma doœæ silny efekt.

Kluczowe cechy

Czêsto g³ównym zadaniem wodorotlenku sodu w sk³adzie nowoczesnych kosmetyków jest zmydlanie substancji t³uszczowych. W koñcu ten sk³adnik ma wysok¹ w³aœciwoœæ alkaliczn¹. Pierwiastek ten przyczynia siê do niezawodnego zmywania szkodliwych bakterii z powierzchni skóry oraz tworzenia na ich powierzchni cienkiej warstwy ochronnej.

Nale¿y rozumieæ, ¿e substancja jest doœæ powa¿na i mo¿na j¹ dodawaæ do kosmetyków w wyraŸnie dozowanej iloœci.

Co warto wiedzieæ:
• Wyspecyfikowany sk³adnik mo¿na znaleŸæ w sk³adzie detergentów i kosmetyków dezynfekuj¹cych do skóry i w³osów;
• Alkaliczna baza jest wysoce skuteczna w eliminowaniu du¿ej liczby znanych drobnoustrojów z powierzchni skóry;
• Sk³adnik mo¿na znaleŸæ w preparatach przeznaczonych do usuwania brodawek i brodawczaków;
• Jako dodatek z³uszczaj¹cy, wodorotlenek sodu mo¿e byæ obecny w peelingach do cia³a i twarzy.

W niskich stê¿eniach sk³adnik jest bezpieczny dla organizmu cz³owieka. ";SODIUM HYDROXIDE;2;{Regulator pH}
394;Mleczan Sodu;2;"Mleczan sodu to sól sodowa kwasu mlekowego. Z grup¹ hydroksylow¹ s¹siaduj¹c¹ z grup¹ karboksylow¹, kwas mlekowy jest klasyfikowany jako alfa hydroksykwas (AHA). Mleczan sodu jest wytwarzany przez fermentacjê Ÿród³a cukru, a nastêpnie neutralizacjê powsta³ego kwasu mlekowego.

Oprócz mleczanu sodu NMF sk³ada siê z aminokwasów, cukrów i elektrolitów, które zapewniaj¹ integralnoœæ, elastycznoœæ i nawil¿enie powierzchni skóry. NMF wyczerpuje siê wraz z wiekiem, a tak¿e z powodu zwyk³ego nara¿enia na uczulaj¹ce sk³adniki, takie jak detergenty i denaturat. Powoduje to zauwa¿alnie such¹ i wra¿liw¹ skórê. Dlatego uzupe³nianie skóry naturalnymi sk³adnikami NMF, takimi jak mleczan sodu, mo¿e pomóc w rozwi¹zaniu tych problemów.

W kosmetykach i produktach higieny osobistej mleczan sodu pe³ni funkcjê:

• Wzmacniacz konserwuj¹cy.
Mleczan sodu nie jest skutecznym œrodkiem konserwuj¹cym, gdy jest stosowany samodzielnie. Powinien byæ stosowany jako dodatek do œrodka konserwuj¹cego o pe³nym spektrum;

• Œrodek buforuj¹cy.
Mleczan sodu dzia³a jak œrodek bakteriostatyczny, co oznacza, ¿e ??zatrzymuje rozwój bakterii w produkcie kosmetycznym, niekoniecznie je zabijaj¹c;

• Nawil¿acz.
Jego struktura pozwala nawil¿aczom przyci¹gaæ i zatrzymywaæ wilgoæ w pobliskim powietrzu poprzez wch³anianie, wci¹ganie pary wodnej „w” lub „pod” powierzchniê. Jako œrodek nawil¿aj¹cy, mleczan sodu pomaga utrzymaæ nawil¿enie skóry i zwiêksza wilgotnoœæ skóry nawet o 84%.

W kosmetykach i produktach do higieny osobistej sk³adnik ten znajduje zastosowanie w preparatach nawil¿aj¹cych, czyszcz¹cych i innych produktach do pielêgnacji skóry, a tak¿e w kosmetykach, szamponach, farbach do w³osów i innych produktach do pielêgnacji w³osów. ";SODIUM LACTATE;1;{Substancja aktywna}
395;Kopolimere soli sodowej kwasu maleinowego linii-40 i kwasu styrenosulfonowego.;3;Œrodek b³onotwórczy, Œrodek do uk³adania w³osów, Œrodek redukuj¹cy do trwa³ej fali ;SODIUM LANETH-40 MALEATE/STYRENE SULFONATE COPOLYMER;2;{Œrodek b³onotwórczy, Œrodek do uk³adania w³osów, Œrodek redukuj¹cy do trwa³ej fali }
396;lewulinian sodu;2;Wytwarzany przez ekstrakcjê z dzikiego pochrzynu. Naturalna alternatywa dla syntetycznych konserwantów. Posiada szerokie spektrum ochrony antybakteryjnej, posiada w³aœciwoœci antyseptyczne. ;SODIUM LEVULINATE;1;{Konserwant, Stabilizator ph}
397;Metylokoilotaurynian sodu;2;To ³agodny anionowy œrodek powierzchniowo czynny o doskona³ych w³aœciwoœciach pieni¹cych, zwil¿aj¹cych i dysperguj¹cych. Jjest zalecany do preparatów powierzchniowo czynnych, które wymagaj¹ doskona³ego zwil¿ania i ³agodnego dzia³ania detergentu. Jest wytwarzany przy u¿yciu procesu produkcyjnego, który daje produkt o wy¿szej czystoœci i ni¿szej zawartoœci soli i wolnej aminy. Takie w³aœciwoœci oferuj¹ wyraŸne korzyœci pod wzglêdem jakoœci, zapachu, koloru i lepkoœci.;SODIUM METHYL COCOYL TAURATE;1;{Zwi¹zek powierzchniowo czynny, Substancja myj¹ca}
398;Sodium Olivamphoacetate;2;"Kategoria sk³adników Œrodki powierzchniowo czynne (detergenty), œrodki pieni¹ce, od¿ywki do w³osów, œrodki czyszcz¹ce
Zastosowanie £agodny, naturalny œrodek powierzchniowo czynny na bazie oliwy z oliwek. Stosowany w kosmetykach dzieciêcych, produktach do higieny intymnej. Zmniejsza dra¿ni¹ce dzia³anie anionowych œrodków powierzchniowo czynnych
Dzia³anie kosmetyczne Nawil¿a, oczyszcza skórê, zmiêkcza naskórek
Przeznaczenie Miêkki œrodek powierzchniowo czynny, regulator piany
Skuteczny dla typów skóry lub w³osów Dla wszystkich typów skóry
Pochodzenie syntetyczne, mo¿e byæ stosowane w kosmetykach naturalnych
Wspó³czynnik zagro¿enia Niski
Zagro¿enie dla kobiet w ci¹¿y Bezpieczne w przypadku stosowania zgodnie z zaleceniami
Alergennoœæ Mo¿liwa indywidualna nietolerancja ";SODIUM OLIVAMPHOACETATE;1;{Substancja myj¹ca, Detergent, Zwi¹zek powierzchniowo czynny}
399;Sól sodowa kwasu piroglutaminowego;2;"Sodium PCA jest form¹ soli kwasu pirolidonowo-karboksylowego, znanego równie¿ jako kwas piroglutaminowy, który jest cyklicznym laktamem kwasu glutaminowego. PCA jest obecny w prawie wszystkich ¿ywych komórkach, od bakterii po ludzi, gdzie pochodzi z glutationu (przeciwutleniacza) przez enzym ?-glutamylocyklotransferazê.

Sodium PCA dzia³a przede wszystkim jako œrodek nawil¿aj¹cy w produktach do pielêgnacji skóry i w³osów, w tym ¿elach, kremach, balsamach, szamponach, od¿ywkach, szminkach i podk³adach. Zwykle stosuje siê go w zakresie stê¿eñ od 0,2 do 4%. Substancja utrzymuj¹ca wilgoæ jest substancj¹ higroskopijn¹, która czêsto ma strukturê molekularn¹ z kilkoma grupami hydrofilowymi (lubi¹cymi wilgoæ). Ta struktura pozwala nawil¿aj¹cym przyci¹gaæ i zatrzymywaæ wilgoæ w pobliskim powietrzu poprzez absorpcjê poprzez wci¹ganie pary wodnej.

Jako œrodek nawil¿aj¹cy, sodu PCA pomaga utrzymaæ nawil¿enie skóry, a tak¿e mo¿e pomóc w lepszym dzia³aniu innych sk³adników do pielêgnacji skóry.

PCA jest naturalnym sk³adnikiem NMF skóry.

Naprawa skóry NMF jest wa¿na, poniewa¿ z wiekiem wyczerpuje siê, a tak¿e ze wzglêdu na zwyk³¹ ekspozycjê na uczulaj¹ce sk³adniki, takie jak detergenty i denaturat. Powoduje to zauwa¿alnie such¹ i wra¿liw¹ skórê. Tak wiêc, dziêki zastosowaniu sk³adników, które pomagaj¹ uzupe³niæ NMF, oznaki starzenia, takie jak zmarszczki, zostan¹ zredukowane suchoœæ skóry. Dziêki temu skóra wygl¹da na g³adsz¹, bardziej nawil¿on¹ i jêdrniejsz¹. Sodium PCA nie zatyka porów, co oznacza, ¿e ??nie powoduje ani nie pogarsza tr¹dziku.

Sodu PCA jest równie¿ stosowany w produktach do pielêgnacji w³osów.

Wiadomo, ¿e poprawia wygl¹d i dotyk w³osów poprzez zwiêkszenie objêtoœci, jêdrnoœci lub po³ysku w³osów lub poprawê tekstury w³osów, które zosta³y zniszczone przez obróbkê fizyczn¹ lub chemiczn¹.

Sól sodowa PCA znajduje siê w szamponach, lakierach do w³osów, odœwie¿aczach skóry i innych produktach do pielêgnacji w³osów i skóry. ";SODIUM PCA;1;{Humektant, Substancja filmotwórcza}
400;Poliakrylan Sodu;2;Poliakrylan sodu, znany równie¿ jako œluza wodna, jest sol¹ sodow¹ kwasu poliakrylowego, polimeru o du¿ej masie cz¹steczkowej. Polimer to substancja, której struktura molekularna jest zbudowana z du¿ej liczby po³¹czonych ze sob¹ identycznych jednostek (zwanych monomerami). W przypadku poliakrylanu sodu monomerami s¹ kwas akrylowy. Funkcjonalnie ta struktura jest mocna i elastyczna. W kosmetykach i produktach higieny osobistej poliakrylan sodu dzia³a jako zagêszczacz, wzmacniacz tekstury, œrodek b³onotwórczy i stabilizator emulsji. Poliakrylan sodu dzia³a jako zagêszczacz ze wzglêdu na jego zdolnoœæ do wch³aniania wody od 100 do 1000 razy wiêkszej od swojej wagi. Jako wzmacniacz tekstury, poliakrylan sodu przyczynia siê do uzyskania g³adkiego, b³yszcz¹cego wygl¹du produktów. Utrzymuje miêkk¹ i elastyczn¹ konsystencjê produktu, a tak¿e pielêgnuje skórê. Dziêki dodaniu poliakrylanu sodu do szamponów, od¿ywek, kremów i balsamów preparaty bêd¹ wygl¹daæ na bogatsze, g³adsze i bardziej kremowe.;SODIUM POLYACRYLATE;1;{Adsorbent, Poch³aniacz wilgoci, Lepiszcze, Regulator lepkoœci, Stabilizator emulsji, Substancja filmotwórcza, Substancja utrwalaj¹ca w³osy}
401;Myd³o sodowe z mas³a shea;2;Sk³adnik od¿ywczy, nie ulega ca³kowitej saponifikacji, dziêki czemu zapewnia delikatn¹ pielêgnacjê skóry, szczególnie skóry suchej.;SODIUM SHEA BUTTERATE;1;{Substancja myj¹ca, Detergent,Substancja nawil¿aj¹ca, Substancja od¿ywcza}
402;Sól sodowa oktenylobursztynianu skrobiowego;2;"Oktenylobursztynian sodu skrobi jest zmodyfikowan¹ skrobi¹ estryfikowan¹ bezwodnikiem oktenylobursztynowym. Mo¿e byæ ch³onny w przemyœle spo¿ywczym i kosmetycznym ze wzglêdu na funkcje stabilizacji emulsji i kontroli lepkoœci. Ma postaæ bia³ego proszku, który dobrze rozpuszcza siê w wodzie. Jest stabilizatorem, zagêszczaczem, noœnikiem, emulgatorem i stabilizatorem piany.

W kosmetykach i produktach do higieny osobistej oktenylobursztynian sodu skrobi jest stosowany w balsamach, pudrach, kosmetykach do makija¿u i dezodorantach. ";SODIUM STARCH OCTENYLSUCCINATE;1;{Zagêstnik, Stabilizator emulsjii}
403;SODIUM SUNFLOWER SEED AMPHOACETATE;2;"Biodegradowalny sk³adnik uzyskiwany z oleju s³onecznikowego.
Delikatnie myje i nawil¿a.  Nie powoduje podra¿nieñ.";SODIUM SUNFLOWER SEED AMPHOACETATE;1;{Detergent, Substancja nawil¿aj¹ca}
404;Wodorotlenet Sodu;2;"Wodorotlenek sodu, znany równie¿ jako ³ug i wodorotlenek sodu, jest zwi¹zkiem nieorganicznym o wzorze NaOH. Jest to bia³y, sta³y zwi¹zek jonowy sk³adaj¹cy siê z kationów sodu Na+ i anionów wodorotlenowych OH-. Wodorotlenek sodu ma wartoœæ pH 13, co oznacza, ¿e ??jest wysoce zasadowy lub zasadowy. Jest dobrze rozpuszczalny w wodzie i ³atwo wch³ania wilgoæ i dwutlenek wêgla z powietrza.

Wodorotlenek sodu by³ historycznie u¿ywany w myd³ach, ale obecnie znajduje siê w ró¿nych formu³ach, w tym produktach do k¹pieli, œrodkach czyszcz¹cych, zapachach, pudrach do stóp, farbach do w³osów, kosmetykach do makija¿u, produktach do paznokci, produktach higieny osobistej, szamponach i goleniach. produkty, depilatory, produkty do pielêgnacji skóry.

Jest równie¿ popularnym sk³adnikiem rozpuszczalników przemys³owych jako baza chemiczna do myde³, œrodków do czyszczenia piekarników, detergentów i œrodków do czyszczenia rur ze wzglêdu na zdolnoœæ rozpuszczania t³uszczów, olejów, smarów i osadów bia³kowych. Rzadziej wodorotlenek sodu jest uwa¿any za sk³adnik past do zêbów. ";SODIUM HYDROXIDE;1;{Regulator pH}
405;Sól kopolimerów akrylowych;2;"Stabilizator stosowany g³ównie w produktach do stylizacji w³osów, do modelowania w³osów, dodawania objêtoœci i ochrony przed wilgoci¹. Spe³nia wiele funkcji i mo¿e dzia³aæ jako œrodek b³onotwórczy, utrwalaj¹cy w³osy, zawieszaj¹cy i antystatyczny. Czasami jest równie¿ stosowany jako œrodek impregnuj¹cy w produktach kosmetycznych, a tak¿e jako klej do produktów wi¹¿¹cych paznokcie.

Jest szeroko stosowany w przemyœle kosmetycznym w produktach takich jak farba do w³osów, tusz do rzês, lakier do paznokci, szminka, lakier do w³osów, p³yn do mycia cia³a, krem ??do opalania i produkty przeciwstarzeniowe. ";SODUIM ACRYLATES COPOLYMER;1;{Zagêstnik, Substancja b³onotwórcza, Stabilizator lepkoœci}
406;Niehydrolizowany kolagen rozpuszczalny;1;"Kolagen, podobnie jak elastyna, jest jednym z g³ównych bia³ek w skórze. To w³aœnie nadaje skórze strukturê i jêdrnoœæ, która z wiekiem mo¿e zacz¹æ zanikaæ, a kolagen zaczyna siê rozpadaæ. Rozpuszczalny kolagen w kremach do stosowania miejscowego zwykle pochodzi ze Ÿróde³ morskich lub bydlêcych.

Poniewa¿ kolagen ulega degradacji z wiekiem, rozpuszczalny kolagen jest suplementem, który pomaga ujêdrniæ skórê. W szczególnoœci rozpuszczalny kolagen rozpuszcza siê w naturalnej wilgoci skóry, a nastêpnie dyfunduje do samej skóry.

Kolagen wyg³adza i zmiêkcza skórê, nadaj¹c jej zdrowsz¹, m³odsz¹ konsystencjê. Stosowany miejscowo rozpuszczalny kolagen mo¿e pe³niæ funkcjê wype³niacza, zmniejszaj¹c rozmiar drobnych linii i zmarszczek. To, oprócz dodatkowej jêdrnoœci, zmniejsza oznaki starzenia.

Kolagen wspomaga gojenie siê ran poprzez poprawê mikrokr¹¿enia, co oznacza, ¿e ??osoby cierpi¹ce na tr¹dzik mog¹ szybciej widzieæ mniej blizn i przebarwieñ. Kolageny pomagaj¹ wi¹zaæ wodê w skórze, dlatego ten sk³adnik jest niezbêdny w produktach nawil¿aj¹cych. ";SOLUBLE COLLAGEN;1;{Substancja aktywna}
407;Kaprylan sorbitanu;2;"Kaprylan sorbitanu to wielofunkcyjny sk³adnik. Jest znany nie tylko jako hydrotrop, ale tak¿e jako ko-emulgator, który pomaga stabilizowaæ emulsje. Ponadto mo¿e pomóc zwiêkszyæ lepkoœæ. Chocia¿ ten efekt w formulacjach typu overhead zale¿y od wybranego uk³adu, wzrost lepkoœci kaprylanu sorbitanu w uk³adach œrodków powierzchniowo czynnych jest wysoki.

Estry sorbitolu otrzymuje siê w wyniku oddzia³ywania poliolu, sorbitolu, z kwasami t³uszczowymi (kaprylowy, t³uszczowy z oleju kokosowego, izostearynowy, oleinowy, stearynowy, t³uszczowy z oliwy z oliwek). Zarówno sobitol, jak i kwasy t³uszczowe wystêpuj¹ naturalnie i s¹ wykorzystywane w produktach kosmetycznych. ";SORBITAN CAPRYLATE;1;{Œrodek powierzchniowo czynny, Emulgator}
408;Izostearynian sorbitolu;2;"W³aœciwoœci izostearynianu sorbitanu stosowanego w kosmetyce:

Nawil¿aj¹cy. Izostearynian sorbitanu sprzyja g³êbokiej penetracji w g³¹b skóry sk³adników kosmetycznych, które nios¹ ze sob¹ du¿e cz¹steczki wody.

Oczyszczanie. Izostearynian sorbitanu dobrze rozpuszcza sebum, delikatnie usuwa ze skóry zanieczyszczenia i pozosta³oœci makija¿u.

Zmiêkczaj¹cy. Dziêki w³aœciwoœciom emulguj¹cym, izostearynian sorbitanu równomiernie rozprowadza kosmetyk na skórze, przyspiesza wnikanie sk³adników od¿ywczych kremu do jego górnej warstwy.
Czy izostearynian sorbitanu jest niebezpieczny dla zdrowia?

Wed³ug niektórych badañ laboratoryjnych izostearynian sorbitanu jest uwa¿any za pierwiastek toksyczny, mo¿e powodowaæ silne podra¿nienie w kontakcie z uszkodzon¹ skór¹ i alergiczn¹ wysypkê przy wra¿liwej skórze. Podejrzewa siê, ¿e ten sk³adnik kosmetyczny ma w³aœciwoœci rakotwórcze. Nie przeprowadzono jednak g³êbokich badañ naukowych nad wp³ywem tej substancji na zdrowie cz³owieka. Do tej pory nie opublikowano ¿adnych oficjalnych zaleceñ, które regulowa³yby stê¿enie izostearynianu sorbitanu w kosmetykach na podstawie udokumentowanych wniosków dotycz¹cych niebezpieczeñstwa sk³adnika. ";SORBITAN ISOSTEARATE;1;{Detergent, Surfaktant, Zwi¹zek powierzchniowo czynny, Emulgator}
409;Oliwian sorbitolu;2;"Sorbitan Olivat to unikalny naturalny emulgator zawieraj¹cy PEG z oliwy z oliwek. Zmniejsza utratê wilgoci w skórze, ma silne dzia³anie nawil¿aj¹ce, jest hipoalergiczny i biomimizuje skórê.

Sorbitan Olivat pochodzi z kwasów t³uszczowych oliwy z oliwek. S³u¿y do mieszania sk³adników w naszych produktach i dzia³a jako emulgator. Ten jedwabisty, ultralekki sk³adnik pomaga zatrzymaæ wilgoæ w skórze i zwiêksza odpornoœæ sk³adnika aktywnego na wodê lub pot. Sorbitan Olivate dzia³a zmiêkczaj¹co i nadaje naszym kremom g³adki i luksusowy wygl¹d. ";SORBITAN OLIVATE;1;{Detergent, Surfaktant, Zwi¹zek powierzchniowo czynny, Emulgator}
410;Seskwikaprynian sorbitanu;2;"Stabilizator piany, zagêszczacz, niejonowy œrodek powierzchniowo czynny, zmiêkczaj¹cy skórê, zwiêkszone pienienie. Znajduje zastosowanie w detergentach, szamponach itp.

Bezpieczny, gdy jest u¿ywany zgodnie z zaleceniami. Mo¿e powodowaæ ³agodne podra¿nienie wra¿liwej skóry. ";SORBITAN SESQUICAPRYLATE;1;{Detergent, Surfaktant, Zwi¹zek powierzchniowo czynny, Emulgator}
411;Seskwioleinian sorbitanu;2;"Stosowany jako dyspergator do cieczy nierozpuszczalnych w innych cieczach lipofilowych. Jest równie¿ stosowany jako œrodek zwil¿aj¹cy i/lub dysperguj¹cy pigmenty w makija¿u oraz tlenek cynku/dwutlenek tytanu w kremach przeciws³onecznych i preparatach.
Nadaje siê równie¿ do produktów do pielêgnacji skóry niemowl¹t.

Nie ma w³aœciwoœci rakotwórczych ani mutagennych. ";SORBITAN SESQUIOLEATE;1;{Emulgator, Modyfikator reologii}
412;Sorbitol;2;Sorbitol jest alkoholem szeœcioœciennym, który zewnêtrznie przypomina bia³y krystaliczny proszek lub p³ynn¹ substancjê. Sorbitol ma przyjemny, lekko s³odkawy zapach i smak. Jego produkcja odbywa siê na dwa sposoby: naturalny i przemys³owy. Po raz pierwszy sorbitol zosta³ „wyekstrahowany” z jagód jarzêbiny. PóŸniej zaczêto go wytwarzaæ z innych owoców i jagód, na przyk³ad wiœni, œliwek, gruszek, brzoskwiñ oraz soku z jagód / jarzêbiny. Mo¿na go równie¿ naturalnie uzyskaæ z wodorostów lub skrobi kukurydzianej. Do celów przemys³owych sorbitol najczêœciej otrzymuje siê przez uwodornienie glukozy. Zakres zastosowañ sorbitolu jest doœæ szeroki. Najczêœciej znajduje zastosowanie w przemyœle spo¿ywczym. S¹ ku temu co najmniej trzy powody: Sorbitol jest dobrze znanym substytutem cukru, dlatego jest czêsto stosowany przez diabetyków. Sorbitol jest równie¿ stosowany w kosmetyce. Najczêœciej sorbitol wykorzystywany jest w kosmetyce, poniewa¿ posiada wiele z tych w³aœciwoœci, które u³atwiaj¹ lub znacz¹co pomagaj¹ w produkcji produktów pielêgnacyjnych. Jakie s¹ jego najwa¿niejsze cechy: Sorbitol, niezale¿nie od swojej struktury, dobrze ³¹czy siê z innymi sk³adnikami sypkimi lub p³ynnymi. Sorbitol jest stosowany na bie¿¹co od co najmniej 50 lat iw tym okresie nie okaza³ siê jeszcze lekiem agresywnym lub szkodliwym dla zdrowia ludzkiego. Sorbitol jest zatwierdzony przez wszystkie organizacje miêdzynarodowe, ponadto jest dopuszczony do stosowania przez WHO. Jakie s¹ korzystne w³aœciwoœci sorbitolu: Zapobiega utracie wilgoci. Dobrze zagêszcza kosmetyki, nadaj¹c im przyjemn¹, aksamitn¹ konsystencjê. Tworzy niewidzialn¹ barierê, dziêki czemu widocznie poprawia kondycjê skóry. Wspomaga dodatkowe nawil¿enie skóry – sorbitol poch³ania wilgoæ z otoczenia. Reguluje lepkoœæ œrodków, nie pozwala im „wyschn¹æ”, jeœli, powiedzmy, zapomnia³eœ zamkn¹æ s³oik z kremem. Nadaje produktowi lekki aromat i smak. Jego charakterystyczn¹ i bardzo wa¿n¹ cech¹ jest to, ¿e nie ma ograniczeñ i nie jest alergenem. Mo¿e byæ stosowany na ka¿dy rodzaj skóry i w³osów. Tym ostatnim nadaje po³ysk, miêkkoœæ, poprawiaj¹c strukturê ka¿dego w³osa. Sorbitol jest równie¿ czêsto u¿ywany w celu uzyskania przezroczystoœci kosmetyku. ;SORBITOL;1;{Humektant, Substancja nawil¿aj¹ca }
